,Cost,# of Atoms,Peak OD, [Repump off],Repump Ampl [Compression],2nd MOT Ampl [Compression], [Compression],Repump Ampl [Cooling],HH x [],HH z [], [Cooling]
490,673.8243248973864,33495861.998987433,2.7617539171342638,0.5,0.55,1.0,11.2,0.65,0.15,0.02,4.4
507,662.4880092638948,33480068.52428971,2.7462648193826045,0.1,0.45,0.9,13.200000000000001,0.75,0.16,0.05,3.8
573,698.0346619444385,33412343.39497196,2.7949070350164233,0.4,0.8500000000000001,1.0,32.2,0.8500000000000001,0.15,0.02,3.5
691,599.8133826514858,33393054.28239328,2.6572381263464164,0.1,0.6000000000000001,1.0,20.9,0.8500000000000001,0.13999999999999999,0.02,4.5
645,834.326832098828,33368938.32830209,2.966366082898322,0.1,0.35000000000000003,1.0,33.400000000000006,0.9,0.15,0.01,7.800000000000001
254,978.6727758698671,33367088.200439733,3.1284324681001774,0.2,0.8,0.75,5.4,0.75,0.15,0.02,6.300000000000001
801,699.3627744269625,33325455.12839241,2.797164042296696,0.2,0.4,1.0,19.700000000000003,0.8,0.13999999999999999,0.05,5.800000000000001
628,786.6537545713069,33317435.45855507,2.9090550613100037,0.1,0.4,0.9,26.6,0.7,0.13999999999999999,0.01,3.3
723,657.7654189677882,33283188.096630935,2.7408011378731136,0.2,0.4,0.8500000000000001,12.5,1.0,0.16,0.02,3.7
641,726.8833090649748,33273987.468336258,2.833675297907504,0.30000000000000004,0.30000000000000004,0.8500000000000001,15.100000000000001,0.9,0.16,0.01,7.7
472,546.0769483316307,33241834.585305206,2.5761696521834665,0.1,0.8500000000000001,0.9,10.8,1.0,0.16999999999999998,0.06,4.3
761,482.2489720585911,33216995.847225633,2.4717351055201404,1.5000000000000002,0.25,1.0,33.7,1.0,0.13,0.0,3.2
644,821.2847558166259,33211207.3287068,2.951760538726984,0.2,0.35000000000000003,0.8500000000000001,29.3,0.9,0.15,0.05,3.8
790,678.5899526699762,33194853.539401285,2.769916039584947,0.30000000000000004,0.4,0.95,18.3,0.95,0.16999999999999998,0.04,3.6
424,826.2093066966357,33191713.412401333,2.957764305364321,0.2,0.45,0.8500000000000001,31.900000000000002,0.55,0.18,0.01,4.1
594,746.9221029814582,33181126.44378346,2.860012141663781,0.30000000000000004,0.5,0.9,27.0,0.75,0.15,0.02,3.1
456,516.2375366437378,33177055.73568093,2.528693460837592,0.4,0.9500000000000001,0.95,9.4,0.95,0.18,0.01,5.300000000000001
737,649.7820706698268,33127924.904409144,2.7305186298968733,0.1,0.45,0.75,7.2,0.75,0.18,0.01,3.3
752,608.2285660107716,33113273.190386202,2.67110513898331,0.2,0.65,0.9,24.6,0.95,0.13,0.01,6.5
788,567.2764515210997,33108201.056070816,2.6097850115778662,0.2,0.6000000000000001,0.95,34.3,0.9,0.12,0.02,3.5
499,644.6150887163058,33096637.789575193,2.723433347038496,0.2,0.6000000000000001,0.75,8.5,0.95,0.13,0.02,4.5
796,560.234167095547,33055143.946586754,2.5992184642531666,0.4,0.30000000000000004,0.95,28.1,1.0,0.16999999999999998,0.06,3.7
543,645.0301686709066,33037530.055113815,2.724342436373283,0.30000000000000004,0.45,0.8500000000000001,8.2,0.9,0.15,0.04,4.0
700,600.220914507959,33026531.730922233,2.65979624446655,0.8,0.5,0.95,33.7,0.95,0.12,0.04,6.300000000000001
625,635.2014308182637,33010964.328041393,2.7105794067046545,0.2,0.45,0.95,20.9,0.95,0.15,0.04,4.9
777,690.6799032729598,32996362.91854797,2.787383524595958,0.2,0.55,0.95,32.0,0.95,0.16999999999999998,0.0,7.1000000000000005
422,584.6709563595625,32995010.296226837,2.636793682215052,0.7000000000000001,0.5,0.9,13.1,0.75,0.18,0.0,3.4
413,966.2142540230913,32978773.958987974,3.1175328695523863,0.2,0.8500000000000001,0.8500000000000001,7.5,0.55,0.16,0.02,6.2
707,539.1081101022203,32895316.948354807,2.5669567443471233,0.7000000000000001,0.4,0.95,5.0,0.95,0.15,0.04,5.2
665,740.6700757890076,32887064.200002767,2.8537031425430537,0.1,0.4,0.8,20.200000000000003,0.7,0.13,0.01,3.2
467,540.062223450419,32852749.372736014,2.5686919335977074,0.4,0.8500000000000001,0.95,8.3,0.55,0.16999999999999998,0.02,3.1
736,597.4114691283008,32852188.91384513,2.6565771602472656,0.4,0.6000000000000001,0.9,27.700000000000003,0.95,0.13999999999999999,0.01,4.1
597,614.3027725343055,32810916.06135012,2.6816070629555537,0.2,0.5,0.9,13.5,1.0,0.13999999999999999,0.01,6.2
500,545.9044161884062,32785662.732081246,2.5782724767171112,0.30000000000000004,0.30000000000000004,0.95,5.9,0.95,0.16,0.01,6.800000000000001
664,719.9425865188581,32784956.116770428,2.827416937979808,0.30000000000000004,0.35000000000000003,0.8500000000000001,14.5,0.95,0.15,0.01,4.6
460,695.0529083386012,32772315.60479048,2.7945230001181742,0.4,0.4,0.8500000000000001,12.5,0.5,0.16999999999999998,0.0,3.8
272,970.093741339704,32768134.5928259,3.1230336373483403,0.2,0.8,0.8,6.9,0.55,0.16,0.01,7.6000000000000005
798,609.105931107781,32739699.31813465,2.6744111521167135,0.30000000000000004,0.4,0.9,8.8,0.8,0.15,0.0,3.5
527,738.4258133138555,32695343.08195073,2.851929445922155,0.4,0.30000000000000004,0.95,31.1,0.7,0.13999999999999999,0.02,6.5
662,603.5087679295019,32687333.894400712,2.6664786402245038,0.2,0.75,0.95,28.3,0.95,0.13,0.01,6.2
458,590.219440036698,32685385.26736669,2.646771668428188,0.30000000000000004,0.9500000000000001,1.0,8.4,0.65,0.16999999999999998,0.01,8.9
501,532.5112865059352,32680427.788474705,2.5575608285762628,0.30000000000000004,0.8,0.95,6.0,0.9,0.13999999999999999,0.0,6.800000000000001
734,591.808042144173,32676880.599755593,2.6491901393724393,0.2,0.45,1.0,9.600000000000001,0.95,0.15,0.04,5.4
435,589.3231669685888,32661977.506187297,2.6455576052660947,0.6,0.5,0.8500000000000001,10.9,0.95,0.16999999999999998,0.02,6.6
726,546.7933923269075,32658860.68946421,2.580337814143483,0.2,0.25,0.95,7.2,0.7,0.15,0.02,6.2
716,520.785437092908,32650242.220492233,2.5388053230648207,0.4,0.55,1.0,8.7,1.0,0.15,0.01,5.800000000000001
505,727.0623119601606,32640841.441376235,2.8375400860602698,0.2,0.45,0.9,10.8,0.8500000000000001,0.15,0.0,4.4
627,668.4387783131453,32610812.302123662,2.75929832564848,0.30000000000000004,0.4,0.9,22.400000000000002,0.95,0.16999999999999998,0.04,3.1
738,735.0786236107938,32556330.228524093,2.848422831130439,0.1,0.4,0.75,15.0,0.65,0.13,0.04,4.8
540,584.1118732390015,32475982.764785737,2.638740929194825,1.0,0.55,1.0,27.0,0.95,0.13999999999999999,0.03,5.5
474,683.4617269745036,32464536.783632778,2.780650134761361,0.2,0.35000000000000003,0.7,5.8,0.75,0.16,0.0,4.2
473,565.9001961162419,32428971.584302586,2.611279154147533,0.2,0.75,0.9,16.8,0.7,0.18,0.0,3.4
667,597.5562586029756,32424323.69950171,2.659114901218491,0.2,0.4,0.9,17.9,0.75,0.12,0.04,3.6
727,634.5888090377796,32370726.102640513,2.7132483214622,0.2,0.30000000000000004,0.8,21.3,0.8500000000000001,0.13999999999999999,0.01,3.1
553,691.0816246942926,32317197.857069597,2.7917923217636895,0.2,0.45,0.9,14.4,0.55,0.13999999999999999,0.01,4.7
520,567.7861391756443,32317054.353310812,2.6147793748544617,0.4,0.30000000000000004,0.9,5.5,0.55,0.13999999999999999,0.0,5.7
695,650.868845981369,32279522.60841614,2.736769767451576,0.2,0.35000000000000003,1.0,32.1,0.95,0.16999999999999998,0.05,13.600000000000001
512,614.0702475203352,32245649.44829552,2.6843770763702244,0.2,0.75,0.8,7.2,0.7,0.16,0.01,7.2
487,572.3536800182106,32242856.66101372,2.622173982338814,0.1,1.0,0.9,8.1,0.55,0.16,0.02,3.2
418,784.5566864001946,32232932.488148533,2.9128874231213393,0.2,1.0,0.95,7.0,0.7,0.15,0.0,10.8
780,557.9944323921605,32231979.070390947,2.600118069391259,0.4,0.4,0.95,10.8,0.8500000000000001,0.13,0.05,4.1
509,558.7631950602735,32222845.36432304,2.601360757852372,0.1,0.7000000000000001,0.95,5.0,0.6,0.16,0.01,6.7
725,687.2759218016216,32211762.23949265,2.7872654049332906,0.30000000000000004,0.35000000000000003,1.0,31.8,0.8,0.16,0.03,3.1
713,507.9383562313419,32148955.11569692,2.520353531071523,1.5000000000000002,0.35000000000000003,1.0,33.6,0.9,0.13,0.02,14.100000000000001
590,546.6213928922564,32118688.97488185,2.582937759002916,0.30000000000000004,1.0,0.8,23.0,0.65,0.16999999999999998,0.05,5.4
670,592.6756999228264,32083508.023364186,2.6537245364034194,0.4,0.35000000000000003,0.9,26.8,0.9,0.13,0.02,4.9
753,487.28962784982684,32074227.753347553,2.4861131951302804,1.1,0.25,0.95,24.1,0.8,0.16999999999999998,0.0,5.5
593,653.2506744274622,32055029.005761024,2.741379339622709,0.7000000000000001,0.55,0.95,34.7,0.95,0.15,0.05,4.0
750,510.0780318131643,32034688.02412559,2.524486772445,0.30000000000000004,0.8,0.8500000000000001,12.4,0.95,0.16999999999999998,0.01,5.0
739,603.0525369800865,32007665.179885443,2.6695437620514992,0.1,0.6000000000000001,0.95,32.6,0.95,0.16999999999999998,0.04,7.4
680,584.1103646471441,31993093.952275332,2.641375532340683,0.6,0.30000000000000004,1.0,11.3,0.8500000000000001,0.16,0.0,6.0
681,641.0310857835203,31984927.802425858,2.724576051067657,0.4,0.4,0.8500000000000001,21.8,0.9,0.15,0.03,3.6
446,519.016812171606,31954802.654555924,2.539570836460995,0.2,0.9500000000000001,0.75,5.2,0.5,0.15,0.01,5.4
385,834.6626395882006,31938404.46426981,2.975443514283242,0.7000000000000001,0.45,1.0,5.8,0.9,0.16,0.01,6.800000000000001
421,659.331535763112,31935459.694225304,2.7505444722350716,0.1,0.55,0.7,12.2,0.7,0.16,0.01,3.4
673,561.5316381090809,31913913.139935713,2.607324032394106,0.5,0.65,0.95,33.400000000000006,0.75,0.13,0.04,3.7
642,598.0525428776664,31909190.649659976,2.662692385033642,1.0,0.35000000000000003,0.95,13.700000000000001,0.95,0.16,0.0,5.1
598,510.27610186904855,31894548.666310746,2.5255516137132505,0.8,0.6000000000000001,1.0,24.700000000000003,0.7,0.13,0.01,4.2
647,561.2391972808877,31892368.815778084,2.606988703765771,0.2,0.30000000000000004,0.95,21.1,0.8,0.13,0.04,4.0
743,524.2161213081097,31886103.50694779,2.548388466365037,0.1,0.8500000000000001,1.0,29.5,0.95,0.12,0.04,8.0
426,508.8261369939325,31880032.20298022,2.5232337845475628,0.1,0.75,0.9,27.3,0.5,0.18,0.04,3.3
574,605.9990963872664,31863471.876269016,2.674689611104767,0.6,0.4,0.95,16.0,0.75,0.13999999999999999,0.02,3.2
721,459.5962773671039,31826684.753176097,2.4393550392950796,0.2,0.75,0.95,7.1,1.0,0.12,0.03,3.6
804,579.3827473700842,31778183.241543107,2.6354140667778587,0.1,0.30000000000000004,1.0,9.0,0.5,0.16999999999999998,0.02,6.6
683,559.777547152515,31774165.99334198,2.6053685056190687,0.7000000000000001,0.35000000000000003,1.0,20.8,0.8500000000000001,0.15,0.04,3.4
427,558.3660736917791,31772408.30401184,2.603186460251542,0.2,0.6000000000000001,0.95,19.1,0.65,0.18,0.0,8.4
411,865.1007136987896,31755455.35199592,3.012335083238621,0.2,0.65,0.9,8.4,0.5,0.16,0.03,3.6
668,517.5833687512074,31753808.36425508,2.5382983210843544,0.30000000000000004,0.8500000000000001,1.0,11.9,0.95,0.16,0.02,5.7
591,582.2610323396174,31729320.971801665,2.6400418097236074,0.6,0.4,1.0,13.200000000000001,0.5,0.13999999999999999,0.05,4.0
498,509.7077250799574,31726279.890965685,2.525504092748744,0.5,0.7000000000000001,0.9,6.3,0.95,0.15,0.0,4.7
771,585.0621619216026,31532534.846483693,2.6453656326046264,0.4,0.45,0.9,19.5,0.75,0.16,0.01,3.4
537,299.0724861587725,31479616.680508193,2.115399954414309,0.2,0.25,0.75,21.2,0.9,0.12,0.01,4.3
770,483.94314267976165,31462645.543238543,2.4835947410713435,0.1,0.6000000000000001,0.8500000000000001,17.6,0.75,0.16,0.01,4.9
380,957.0318594321909,31454995.643388707,3.117442542387172,0.4,0.65,0.8500000000000001,5.1,0.7,0.16999999999999998,0.0,6.5
648,445.8643538343153,31388417.976530127,2.417047925608241,0.1,0.65,0.9,21.7,0.95,0.13,0.03,4.8
803,601.4519264515031,31385626.377389424,2.670672039651112,0.9,0.30000000000000004,0.95,32.3,0.75,0.13999999999999999,0.01,4.1
583,526.0143521761004,31380171.978079934,2.554021114554316,0.5,0.45,0.95,26.6,0.9,0.15,0.0,4.0
255,1000.0123978297713,31369225.727285948,3.164005153898095,0.1,0.55,0.95,19.8,0.55,0.18,0.01,8.5
793,585.4343643884166,31296273.45660029,2.647253562777853,0.2,0.25,1.0,32.5,0.9,0.16999999999999998,0.0,6.800000000000001
805,652.1600469541382,31293601.739473,2.7442478926015497,0.2,0.5,0.95,34.6,0.75,0.15,0.02,3.1
784,492.03860159583013,31182312.03887924,2.498857508755703,0.30000000000000004,0.4,0.95,14.700000000000001,0.8500000000000001,0.16,0.02,3.8
623,674.7737054607519,31148536.571029685,2.776467095186971,0.5,0.30000000000000004,0.95,34.900000000000006,0.7,0.13999999999999999,0.0,7.0
502,640.3865437153402,31088837.98854454,2.7288275739116385,0.1,0.4,0.8500000000000001,32.400000000000006,0.65,0.13,0.0,10.100000000000001
657,468.63716982221854,31063925.145352505,2.4592205838815224,0.1,0.35000000000000003,0.8500000000000001,5.7,0.65,0.18,0.01,12.600000000000001
480,594.4688063628365,31034733.267020192,2.6622907798679623,0.30000000000000004,0.5,0.7,6.7,0.5,0.15,0.0,8.100000000000001
560,496.3079385232716,31021293.846128028,2.5069292647054553,0.4,0.30000000000000004,0.9,7.6,0.55,0.18,0.0,9.0
776,677.5825663634737,31003753.72658552,2.781178033581639,0.2,0.35000000000000003,0.9,32.3,0.7,0.15,0.0,6.9
271,822.9711777562553,30988656.66845665,2.96745194208247,0.8,0.75,0.9,5.2,0.55,0.18,0.04,6.300000000000001
791,585.391797566305,30968560.83026151,2.6490479128426903,0.30000000000000004,0.35000000000000003,1.0,25.5,0.9,0.16,0.03,8.4
757,651.8771120532227,30933547.011830624,2.745968827709625,0.2,0.45,0.95,33.1,0.7,0.13999999999999999,0.04,6.0
511,585.4475629429023,30933470.44582961,2.6493322798238332,0.30000000000000004,0.30000000000000004,0.8,7.800000000000001,0.8,0.15,0.0,7.4
794,623.7873020091976,30806729.702812165,2.7066877225842862,0.2,0.35000000000000003,0.8500000000000001,19.200000000000003,0.95,0.13999999999999999,0.03,4.6
782,620.4869035361099,30800177.607263412,2.7019439885036074,0.30000000000000004,0.4,0.8500000000000001,34.900000000000006,0.8,0.13,0.03,5.9
767,501.3471141823115,30728901.485846452,2.516973982428297,0.5,0.55,1.0,20.4,1.0,0.13999999999999999,0.01,5.6
582,410.18061080072397,30715794.214862842,2.3541634664754425,0.2,0.65,0.95,20.1,0.9,0.12,0.01,8.100000000000001
513,424.8412810855071,30705844.484776914,2.381934734152895,0.5,0.30000000000000004,0.8,18.700000000000003,0.5,0.12,0.0,7.9
792,507.4779779874891,30702496.541352473,2.5273371336521064,0.30000000000000004,0.45,1.0,29.400000000000002,0.95,0.18,0.02,3.6
522,538.1570171886219,30675370.50215602,2.5774250257902875,0.2,0.55,0.8500000000000001,7.0,0.55,0.16,0.02,3.4
783,494.94731987493634,30650034.276241474,2.506647641244393,0.30000000000000004,0.25,1.0,34.900000000000006,0.9,0.13,0.02,7.5
742,556.848867791209,30618669.156981915,2.6072482842300535,0.30000000000000004,0.4,0.9,34.2,1.0,0.16999999999999998,0.05,3.7
781,437.2552018685663,30564568.88787232,2.4056520482555865,0.1,0.5,0.95,6.2,0.8500000000000001,0.16,0.02,5.4
442,304.6809299393736,30492876.77514718,2.1330657282940604,0.5,0.2,0.95,12.9,1.0,0.16999999999999998,0.0,4.0
438,640.8420531167357,30466667.14006739,2.7331557467926237,0.2,0.45,0.75,7.0,0.6,0.15,0.01,9.4
433,377.603829529897,30459142.336588126,2.2913951792962646,3.4000000000000004,0.7000000000000001,0.9,33.0,0.8,0.12,0.01,4.5
475,611.6412936715509,30446515.474609796,2.6911142570086763,0.30000000000000004,0.45,0.7,6.7,0.65,0.16999999999999998,0.03,4.7
654,547.7079870712566,30435475.07384335,2.5939408223824354,0.6,0.35000000000000003,1.0,27.0,0.75,0.13,0.01,5.2
382,885.9306369924618,30428177.555390026,3.044976109469751,0.5,0.4,0.9,10.5,0.8,0.16999999999999998,0.01,5.0
526,541.137088747087,30344196.03272226,2.5840432401520004,0.1,0.30000000000000004,0.8500000000000001,19.0,0.5,0.13999999999999999,0.02,6.800000000000001
728,338.6919927362121,30316770.463830184,2.210506696776693,0.5,0.7000000000000001,1.0,21.0,0.75,0.12,0.0,4.0
660,443.6829674825099,30315411.256273292,2.4187022523268724,0.30000000000000004,1.0,0.9,13.6,0.8,0.13,0.0,4.7
429,349.5078516723508,30248870.356257558,2.2341247909820257,1.0,0.8500000000000001,0.9,5.2,0.5,0.18,0.03,6.1
658,653.1621061762147,30232460.572093356,2.751975024396984,0.2,0.35000000000000003,0.8,33.6,0.95,0.13999999999999999,0.05,4.8
314,799.4973934232198,30217061.229658287,2.9439104680893453,0.1,0.55,1.0,5.4,0.55,0.16999999999999998,0.01,13.8
407,864.9317469991282,30191061.48920269,3.022301485851938,0.2,0.9,0.8,6.5,0.9,0.16,0.0,8.600000000000001
408,907.4792054473111,30183243.58679433,3.071120791934919,0.4,0.5,0.8500000000000001,5.9,1.0,0.16999999999999998,0.03,7.5
564,477.11176439636944,30161247.989231367,2.4788247351568105,0.6,0.4,0.95,24.1,0.8500000000000001,0.12,0.04,6.5
437,494.29254803584746,30121562.607303828,2.508448895129412,1.0,0.45,0.8500000000000001,9.100000000000001,0.55,0.16,0.01,4.2
315,841.8905052027033,30104253.54894517,2.995797247417903,0.1,0.30000000000000004,1.0,6.7,0.8,0.18,0.0,12.0
634,505.14277769532424,30029611.402152,2.527185642484733,0.9,0.35000000000000003,1.0,34.400000000000006,1.0,0.13,0.04,11.0
717,405.02651246609,30008459.48717737,2.347905696427505,0.5,0.5,0.8500000000000001,8.7,0.9,0.16,0.01,3.6
731,532.0110109057881,29980514.90541574,2.5715009087400604,0.5,0.45,1.0,34.900000000000006,0.8,0.13999999999999999,0.02,4.6
485,223.76644704693766,29936588.34361254,1.9268766749730444,0.2,0.2,0.9,12.9,0.8500000000000001,0.18,0.05,4.7
740,578.2518011583267,29916654.754468102,2.6443192236810016,0.8,0.35000000000000003,0.95,33.3,0.95,0.13999999999999999,0.04,5.7
384,856.0855058404184,29838769.357843596,3.0143204044115826,0.30000000000000004,0.25,0.95,9.600000000000001,0.8500000000000001,0.16,0.01,7.4
510,396.66061509845144,29826247.791643374,2.33257461904386,0.2,1.0,0.95,21.0,0.9,0.18,0.02,5.1
276,763.7840730543766,29807852.769925956,2.90204347874713,0.4,0.9,0.8,5.6,0.9,0.16999999999999998,0.04,9.100000000000001
741,329.1592772414967,29751323.479175415,2.1923205104126366,0.4,0.2,0.8500000000000001,8.6,0.95,0.16999999999999998,0.03,6.0
722,487.45353355976545,29727733.34323012,2.499018029417558,0.30000000000000004,0.4,1.0,28.900000000000002,0.75,0.16999999999999998,0.04,3.0
669,416.0205280293894,29671603.74571644,2.370743808777037,0.30000000000000004,0.8500000000000001,0.8,7.1,0.75,0.16,0.01,6.9
747,447.92606541936107,29557334.311812185,2.4304883465431506,0.4,0.30000000000000004,0.7,18.9,0.65,0.16999999999999998,0.0,4.2
666,405.26552449835356,29542058.013371278,2.3508213186856253,0.4,0.7000000000000001,0.9,7.5,0.65,0.12,0.01,3.1
506,420.3691837778052,29520421.74902907,2.379785999857824,0.5,0.55,1.0,9.3,0.95,0.13999999999999999,0.01,7.4
652,560.2764297503666,29497356.423542887,2.6190936744204247,0.30000000000000004,0.35000000000000003,1.0,30.200000000000003,0.9,0.15,0.02,10.600000000000001
800,368.3839376581076,29452971.554607738,2.2776871848847238,2.4000000000000004,0.4,0.95,18.9,0.95,0.13,0.04,3.9
439,458.60074077935525,29421049.15751287,2.4503991538970884,0.5,0.9500000000000001,0.9,5.8,0.55,0.15,0.02,5.6
258,483.2122629809006,29285429.853758097,2.494240617392579,0.2,0.5,0.65,5.3,0.7,0.13,0.02,12.0
626,469.990390699834,29145714.122912616,2.4720684748555,2.0,0.45,1.0,32.5,1.0,0.15,0.02,3.5
296,1067.0497047386868,28962573.500309072,3.250435650027012,0.1,0.35000000000000003,0.7,14.0,0.8,0.16999999999999998,0.03,4.0
379,838.277516887713,28898483.9008497,2.9996697273626807,0.2,0.5,0.9,6.7,0.65,0.18,0.0,8.100000000000001
412,596.1425565252074,28890318.798460383,2.677538505202132,1.4000000000000001,0.35000000000000003,0.95,5.6,0.75,0.16999999999999998,0.0,4.0
581,354.3100276937846,28884436.768415987,2.251227543674817,1.0,0.9500000000000001,0.95,15.600000000000001,0.75,0.18,0.01,5.7
732,379.88697186841785,28803643.33676613,2.304574849212233,0.30000000000000004,0.45,0.95,33.2,1.0,0.12,0.06,6.0
515,340.0631741648932,28783633.157392036,2.2211574337837954,0.1,0.6000000000000001,0.95,6.4,0.8500000000000001,0.16,0.01,14.600000000000001
268,511.4852621518928,28748262.58063665,2.545107431975209,0.4,0.8500000000000001,0.9,12.100000000000001,0.5,0.13,0.01,7.800000000000001
405,788.7061643399945,28726482.09110541,2.940506216117012,0.2,1.0,0.8,5.1,0.75,0.16,0.01,7.3
417,580.559341638109,28592149.651707027,2.6558382222156336,0.9,0.5,0.8500000000000001,7.0,0.55,0.16,0.0,3.0
386,570.0328867084257,28567572.707956906,2.6398400595288405,0.4,0.15000000000000002,0.8,5.4,0.65,0.13999999999999999,0.0,4.2
257,429.9718490596542,28480854.96345723,2.4035086023215717,0.30000000000000004,0.8,0.95,7.800000000000001,0.55,0.12,0.02,8.8
393,862.024942689047,28433671.058374118,3.031007149622475,0.30000000000000004,0.2,0.9,20.5,0.8,0.18,0.01,4.8
544,405.1768064609403,28426081.54637707,2.3566926040616476,0.1,0.4,1.0,12.5,0.7,0.16999999999999998,0.01,11.8
416,579.2643706106828,28311852.790756855,2.6556058057886487,0.7000000000000001,0.7000000000000001,0.9,5.1,0.6,0.16999999999999998,0.03,5.5
289,695.790263379126,28246085.113494374,2.8233504858489917,0.2,0.55,0.9,7.5,0.95,0.16999999999999998,0.02,4.0
576,337.4408934961495,28229948.094525713,2.2183043432983776,3.1,0.9500000000000001,0.8500000000000001,29.3,0.7,0.13,0.0,3.4
503,315.82694705560516,28164415.00838627,2.1702290961656363,3.0000000000000004,0.30000000000000004,0.8500000000000001,33.1,1.0,0.12,0.02,8.8
682,430.54087944199546,28130338.61963727,2.406554531169162,0.30000000000000004,0.35000000000000003,1.0,10.5,0.65,0.13999999999999999,0.01,6.5
403,820.8430254319742,28118855.49329071,2.9841645642630525,0.1,0.8500000000000001,0.95,17.9,1.0,0.16,0.01,7.0
720,383.9528329508851,28061609.690855052,2.316795492476527,0.30000000000000004,0.30000000000000004,1.0,11.100000000000001,0.7,0.16,0.0,5.800000000000001
374,780.2100316692683,28022553.348900907,2.934759920719387,0.1,0.9,0.8500000000000001,8.4,0.55,0.16999999999999998,0.05,6.800000000000001
516,405.6573308023186,27957277.62390575,2.360239313885568,0.7000000000000001,0.45,0.9,12.0,0.5,0.16999999999999998,0.02,6.5
730,295.68919548590964,27957235.01935736,2.1241317954063863,0.1,0.55,0.95,5.6,0.8,0.15,0.03,4.1
517,374.74247554588504,27862264.888533205,2.2992126694416046,2.8000000000000003,0.30000000000000004,1.0,34.3,0.9,0.13,0.01,6.9
368,914.9464128827653,27815230.772881266,3.0963423823655485,0.1,0.30000000000000004,0.95,27.400000000000002,0.8500000000000001,0.18,0.0,4.4
291,586.2844564732413,27744942.408573903,2.6698886378950593,0.1,0.75,0.75,5.4,0.8,0.13999999999999999,0.02,3.1
259,665.2432014171353,27694633.235393587,2.785071745313712,0.30000000000000004,1.0,0.9,11.7,0.65,0.16,0.02,14.5
298,605.4819539703544,27531480.359582745,2.700107526527495,0.2,0.15000000000000002,0.75,7.7,0.75,0.16,0.0,6.2
436,298.51218201486665,27507332.21544745,2.133176314537133,1.9000000000000001,0.25,0.75,32.400000000000006,0.95,0.18,0.02,10.2
650,355.36475407040194,27490384.13391329,2.260903517627344,0.9,0.45,0.95,28.900000000000002,0.55,0.12,0.05,6.5
248,742.1514433696914,27443230.501926046,2.8902659119129313,0.2,0.7000000000000001,0.95,7.5,0.5,0.16999999999999998,0.01,11.200000000000001
274,365.6281080835923,27384789.217995442,2.2830488709459,0.2,0.0,0.9,7.2,0.9,0.18,0.01,7.800000000000001
712,179.18408827360585,27285890.77138553,1.8004176319016734,0.6,0.2,0.8500000000000001,29.700000000000003,0.8,0.12,0.05,13.0
746,358.2289657732864,27266133.095528595,2.2681998518734448,0.2,0.4,0.6,12.8,0.75,0.16999999999999998,0.01,3.1
323,806.3789748179248,27265910.16075589,2.9726313476285564,0.2,0.65,0.8,7.0,1.0,0.18,0.01,5.2
409,772.3839140321318,27212376.130799495,2.930641098397365,0.2,0.55,0.95,18.4,0.6,0.16,0.0,6.2
381,720.9716328585927,27153710.290296104,2.864530469674791,0.1,0.8,0.7,11.5,0.75,0.18,0.06,3.2
369,679.8305317999714,27118758.99575358,2.8092145131170474,0.2,0.25,0.9,10.9,1.0,0.16,0.0,8.600000000000001
281,650.7682709330039,27106669.71246115,2.768681822686284,0.5,0.5,0.75,18.9,0.8500000000000001,0.16,0.02,6.7
339,593.155493761014,27073757.74482104,2.6846579267212087,0.7000000000000001,0.9,0.8500000000000001,7.5,0.75,0.18,0.05,6.9
375,590.4984323818884,27044444.642916314,2.6808368729893264,1.4000000000000001,0.7000000000000001,0.8,5.8,0.5,0.16999999999999998,0.01,4.8
387,738.0951487744696,27044371.50490443,2.887808124335564,0.5,0.65,0.8,21.5,0.75,0.18,0.0,5.4
649,362.4689599426865,27027648.474418826,2.2784477196169606,0.1,0.25,0.75,34.6,0.55,0.13999999999999999,0.01,14.8
252,604.120461368799,27003268.21932033,2.701569266072673,1.0,0.7000000000000001,0.8500000000000001,6.6,1.0,0.18,0.06,8.3
404,689.9292578143734,26991253.363788918,2.8239434723953005,0.30000000000000004,0.8500000000000001,0.8500000000000001,10.8,0.8,0.18,0.04,5.300000000000001
261,553.818457469552,26881449.944023993,2.6251955246910796,0.7000000000000001,0.9,1.0,8.6,0.5,0.15,0.04,14.3
508,203.92660755354024,26872604.24958433,1.8816550396666898,1.0,0.2,0.95,27.900000000000002,1.0,0.13999999999999999,0.0,6.300000000000001
406,687.0860984772748,26863447.915535294,2.820951577978601,0.6,0.8,1.0,11.7,0.6,0.18,0.03,5.6
262,673.8367704597334,26685639.11155326,2.803942525175578,0.30000000000000004,0.9,0.75,7.9,0.55,0.16999999999999998,0.01,9.9
337,579.8296622182095,26684577.11618273,2.6669743191285464,0.5,0.9500000000000001,0.8500000000000001,6.2,0.8,0.16999999999999998,0.01,8.4
376,674.6448125902826,26648263.37604852,2.8053250122468434,0.4,0.45,0.75,9.600000000000001,0.65,0.16,0.02,7.6000000000000005
265,498.4179580060059,26636230.007082846,2.536115884777551,0.2,0.8500000000000001,0.6,6.4,0.9,0.13999999999999999,0.0,11.1
377,650.6015433174423,26629938.61347874,2.7717224329416577,0.6,0.6000000000000001,0.75,7.2,0.65,0.16,0.03,4.4
327,604.2260887968304,26542073.317391578,2.704831580703696,0.2,0.6000000000000001,0.75,6.8,0.8500000000000001,0.15,0.02,7.6000000000000005
