,Cost,# of Atoms,Peak OD, [Repump off],Repump Ampl [Compression],2nd MOT Ampl [Compression], [Compression],Repump Ampl [Cooling],HH x [],HH z [], [Cooling]
459,906.1557827943855,36212918.07043269,3.032578507976505,0.1,0.35000000000000003,0.8500000000000001,11.5,0.9,0.15,0.03,5.5
528,811.192447004818,36202255.1350702,2.922767417007979,0.30000000000000004,0.8500000000000001,1.0,28.900000000000002,0.95,0.13999999999999999,0.03,7.6000000000000005
686,676.4075528144891,36194576.99407615,2.75102950912066,0.2,0.30000000000000004,1.0,29.1,1.0,0.12,0.05,3.5
690,754.1288333699019,36188879.85793161,2.8526303997982785,0.5,0.55,0.8,8.2,0.8500000000000001,0.16,0.02,3.1
592,853.284686484251,36188584.63233144,2.972545727240162,0.2,0.45,1.0,9.2,0.75,0.13,0.02,4.8
606,947.0491053064787,36151031.54515858,3.077878382246557,0.30000000000000004,0.4,1.0,33.2,0.65,0.15,0.06,3.1
523,653.8770737106944,36141581.298202224,2.7204049904230767,1.3000000000000003,0.9500000000000001,0.95,10.0,0.95,0.16,0.01,4.5
441,699.2040164978869,36129390.28012873,2.7819283013957734,0.1,0.9500000000000001,0.9,20.8,0.9,0.18,0.05,3.8
555,824.8897568764353,36070310.49637822,2.9398419645833145,0.30000000000000004,0.55,0.9,19.6,0.95,0.13,0.0,5.300000000000001
557,796.234320497146,36040013.45204351,2.9055608594181632,0.8,1.0,1.0,27.8,0.8500000000000001,0.13999999999999999,0.01,4.7
703,797.7578533671435,36011054.02356804,2.9075686923368402,0.2,0.5,0.9,7.7,0.95,0.13999999999999999,0.02,7.4
450,686.8804433045573,35953778.60621754,2.7663858914790165,0.2,0.9500000000000001,0.9,5.1,1.0,0.15,0.05,3.5
756,878.6602519368693,35900352.437315844,3.0033256758040188,0.30000000000000004,0.4,0.95,31.3,0.9,0.18,0.04,4.5
809,813.0831101665641,35890784.632289715,2.9267219618317504,0.7000000000000001,0.8,1.0,35.0,0.75,0.15,0.02,3.6
760,825.9643126432687,35880010.82281286,2.942155397691805,0.2,0.5,1.0,25.200000000000003,0.8500000000000001,0.16999999999999998,0.04,4.1
534,788.9684499088755,35858210.519062646,2.8976726606102656,0.9,0.55,1.0,31.8,0.75,0.13,0.02,3.5
640,871.7058688954163,35812457.10139644,2.9958707299191936,0.1,0.55,0.9,25.1,0.95,0.15,0.02,3.6
579,830.6993700237064,35780221.22355397,2.948314320735575,0.2,0.5,1.0,31.3,0.9,0.13,0.04,3.8
688,970.381179544101,35752224.093333036,3.1052455059911206,0.2,0.4,0.95,29.700000000000003,0.8500000000000001,0.15,0.04,7.0
675,838.6110035097876,35732104.709340386,2.957910107099906,0.2,0.5,1.0,27.0,0.95,0.16,0.03,3.1
611,614.4420975537921,35725090.18132326,2.66663837637184,0.5,0.25,0.95,12.600000000000001,0.75,0.16999999999999998,0.03,4.5
491,648.7469113668924,35694567.08934253,2.7155240552403925,0.9,0.9500000000000001,1.0,13.6,0.8500000000000001,0.12,0.0,3.4
643,771.6437418613999,35685682.51843052,2.8772308439848464,0.2,0.5,0.95,23.2,0.95,0.16999999999999998,0.0,4.2
631,876.0921536452954,35676307.63802553,3.001649410917789,0.1,0.7000000000000001,0.9,33.7,0.8500000000000001,0.13999999999999999,0.03,4.5
494,841.9267539395845,35650217.53097505,2.9622564573868058,0.30000000000000004,0.5,0.95,23.7,0.9,0.15,0.0,3.3
696,626.2574439865408,35637101.79491489,2.6840638301712296,0.1,0.25,0.9,15.200000000000001,0.7,0.15,0.01,4.2
701,800.734915583868,35622635.60434594,2.913286641230548,0.2,0.5,0.8500000000000001,14.3,0.95,0.16,0.05,5.800000000000001
614,845.4815864538366,35617231.398033395,2.966602827155232,0.2,0.45,0.9,14.4,0.8500000000000001,0.13999999999999999,0.04,4.6
585,951.807173631538,35592238.27174039,3.0862279842601668,0.2,0.45,0.9,34.1,0.8500000000000001,0.13999999999999999,0.03,5.7
468,728.4917976479483,35586811.89204486,2.8230873579834994,0.2,0.65,0.95,5.2,0.75,0.16,0.01,3.4
449,723.1500183623178,35577385.41375266,2.816219922640859,0.5,0.75,0.9,17.3,0.8500000000000001,0.16999999999999998,0.0,3.4
533,765.4525014085758,35569249.400696136,2.8701403690118066,1.0,0.35000000000000003,1.0,7.5,0.7,0.16,0.01,3.1
607,947.3620910397298,35559534.184944846,3.0816049668725047,0.5,0.35000000000000003,0.9,29.6,0.95,0.16,0.03,5.0
698,900.4360886487799,35559153.96475653,3.0298623969011667,1.0,0.45,0.95,34.0,0.95,0.15,0.03,3.4
483,752.3285577569328,35500853.52401078,2.854008760013313,0.6,0.75,0.9,5.8,0.75,0.13999999999999999,0.01,6.6
656,840.9319537982166,35482566.58966281,2.9620200224568745,0.2,0.4,0.9,28.1,0.8,0.16,0.0,5.300000000000001
693,724.7374636731606,35459417.7471779,2.8189032600024135,0.5,0.30000000000000004,0.8500000000000001,11.600000000000001,0.95,0.13,0.01,7.3
638,689.2365491321049,35451352.230993934,2.7721450749839183,0.2,0.9500000000000001,0.95,8.3,1.0,0.12,0.02,3.1
415,1094.0937412725439,35440383.82855052,3.233853382454591,0.5,0.30000000000000004,0.95,14.600000000000001,1.0,0.18,0.0,3.1
605,860.3826829721921,35432569.05111463,2.984963925880616,0.2,0.35000000000000003,0.9,12.2,0.65,0.16,0.01,5.0
488,840.5676162224088,35431763.058170624,2.9618751187470505,0.30000000000000004,0.4,0.8500000000000001,10.2,0.8,0.13,0.02,5.6
710,821.2179633176889,35428601.47805164,2.938988743074261,0.5,0.45,0.9,34.6,1.0,0.13,0.05,3.0
705,823.8498785067582,35387098.66056372,2.9423550390595152,0.30000000000000004,0.35000000000000003,0.75,11.3,0.95,0.13999999999999999,0.02,4.8
461,768.3807357262921,35385646.31632159,2.8747873560028316,0.2,0.35000000000000003,0.95,11.7,0.75,0.15,0.01,9.600000000000001
636,735.3232983882099,35349235.2415792,2.8331494760006075,0.2,0.55,0.95,24.400000000000002,0.95,0.16999999999999998,0.0,3.3
550,806.9142105762808,35267855.08341347,2.9227112001572095,0.6,0.7000000000000001,0.95,32.3,0.95,0.13999999999999999,0.04,3.3
635,724.3215048416432,35248481.904916696,2.8194851973232153,0.5,0.30000000000000004,0.95,11.5,1.0,0.15,0.04,3.2
758,746.6783660884322,35247170.24726481,2.8482075018727118,0.1,0.30000000000000004,0.9,30.700000000000003,0.8500000000000001,0.15,0.06,3.4
529,724.4858405577074,35199584.524163194,2.819959392619914,0.1,0.5,0.95,8.2,0.9,0.15,0.01,9.9
808,716.0243768786783,35189188.77422006,2.808993338638551,0.1,0.45,0.9,23.1,0.8,0.13,0.02,4.4
552,762.3443879679802,35170308.468193874,2.868406615324504,0.30000000000000004,0.30000000000000004,1.0,19.8,0.95,0.13,0.01,5.9
639,712.0802350010313,35161027.014705844,2.8039758291801036,0.4,1.0,1.0,28.5,0.95,0.13,0.01,5.4
587,746.128574520352,35132156.28084258,2.8481288352364964,0.30000000000000004,0.4,1.0,23.400000000000002,0.8,0.18,0.02,6.2
615,769.2148841958875,35119147.229989596,2.8772771052994255,0.2,0.35000000000000003,0.9,7.1,0.8500000000000001,0.13,0.01,3.3
689,787.082928564173,35114020.087162256,2.8994137141300973,0.2,0.4,0.8,33.8,0.75,0.12,0.05,5.300000000000001
706,736.040425066829,35107212.252928585,2.835368615834405,0.4,0.4,0.9,10.600000000000001,0.8,0.13,0.01,6.300000000000001
755,827.286309317665,35101565.33121827,2.948032332045922,0.30000000000000004,0.35000000000000003,1.0,26.8,0.95,0.15,0.03,4.6
451,776.1329187608127,35097316.21066559,2.885996741585174,0.2,0.5,0.95,25.900000000000002,0.9,0.16999999999999998,0.0,3.7
659,792.4064508010782,35090213.52635034,2.9060672676515025,0.30000000000000004,0.35000000000000003,0.9,25.3,0.9,0.13,0.02,3.4
563,753.0714224626594,35077768.89935502,2.857230791715684,0.7000000000000001,0.55,0.95,31.200000000000003,0.9,0.13999999999999999,0.01,3.4
471,912.6992636207782,35003633.70777192,3.0467519133798566,0.1,0.4,0.8500000000000001,14.700000000000001,0.8,0.16,0.01,4.1
769,655.8294516251666,34953245.91032424,2.7291864639763865,0.30000000000000004,0.55,1.0,30.6,0.8,0.12,0.04,3.2
497,798.2205395518124,34939582.33112306,2.9139931327588116,0.6,0.35000000000000003,0.9,14.0,0.9,0.15,0.02,3.6
694,838.139610002142,34931207.38404658,2.9618288168152147,0.2,0.45,1.0,29.400000000000002,0.55,0.13999999999999999,0.03,4.6
714,760.3589082458724,34908402.16256363,2.8673428281906292,0.7000000000000001,0.35000000000000003,0.9,9.8,0.9,0.16999999999999998,0.04,4.1
595,796.7503459237988,34879869.054509625,2.912535130052946,0.4,0.45,0.8500000000000001,20.700000000000003,0.8500000000000001,0.15,0.03,3.3
599,707.1002757541601,34879147.05440583,2.798925595831329,0.4,0.5,0.95,25.900000000000002,0.9,0.13,0.05,6.7
676,828.5238118488868,34869504.59652468,2.9508062107383566,0.5,0.35000000000000003,1.0,28.3,0.95,0.16999999999999998,0.0,3.8
663,780.2488940801375,34832798.00609174,2.8925479999165966,0.2,0.35000000000000003,0.95,24.6,1.0,0.13,0.01,4.1
733,638.1932486334457,34822842.57952782,2.705173965540815,0.5,0.4,0.8500000000000001,6.3,0.9,0.13999999999999999,0.01,3.2
699,627.8455143664115,34806541.648839526,2.6905575542243474,0.1,0.25,0.8500000000000001,9.2,0.95,0.18,0.03,5.2
575,705.5810548027229,34800889.84545342,2.7973385288245325,0.1,0.5,0.95,6.8,0.75,0.16,0.05,3.8
541,707.0323211289469,34751820.66499533,2.7995184532306907,0.2,0.6000000000000001,0.9,7.5,0.75,0.15,0.03,4.9
772,857.5958808064348,34745678.40222816,2.9856318769908894,0.5,0.35000000000000003,0.8500000000000001,28.1,0.9,0.15,0.02,4.9
651,755.709139988853,34734915.72653417,2.8624367048144452,0.30000000000000004,0.30000000000000004,0.95,20.700000000000003,0.95,0.16999999999999998,0.01,3.5
493,688.0939347161544,34697449.66742237,2.774585798618593,0.6,0.55,1.0,11.100000000000001,0.8500000000000001,0.18,0.0,6.6
580,860.0032207643868,34663058.61693797,2.9888972719869966,0.2,0.35000000000000003,0.9,13.1,0.75,0.13999999999999999,0.01,4.7
466,640.0604483288835,34650629.016949736,2.7087048033322656,0.1,0.75,1.0,12.3,0.55,0.16999999999999998,0.0,5.6
588,820.8724419036961,34628991.066022106,2.943052388874366,0.4,0.45,0.9,31.8,0.7,0.13,0.05,5.300000000000001
763,857.4001920517359,34607076.742765896,2.9862004459309435,0.1,0.35000000000000003,0.8500000000000001,28.400000000000002,0.75,0.13999999999999999,0.05,3.5
774,635.4797265848857,34596629.401772164,2.7025085269035087,0.8,0.8500000000000001,0.95,27.400000000000002,0.95,0.13999999999999999,0.0,4.8
674,733.7969816154688,34536561.54000469,2.835581470305885,0.5,0.25,0.9,33.0,0.8,0.16,0.01,4.4
571,674.7351117803111,34515585.98513353,2.757478810720029,0.30000000000000004,0.55,0.8500000000000001,14.200000000000001,0.8,0.12,0.0,5.0
504,663.6848296652437,34510442.280605465,2.7423698526720424,0.5,0.4,0.95,6.7,0.8500000000000001,0.16999999999999998,0.04,4.6
578,658.5597440066821,34504569.99312997,2.7353236247522976,0.4,0.45,0.95,24.1,0.9,0.12,0.01,6.0
620,835.7322536978784,34467074.79317414,2.961630400766555,0.2,0.35000000000000003,0.75,21.3,0.8,0.13,0.03,3.6
561,676.3904096322577,34460110.00439092,2.7600278877039166,0.30000000000000004,0.35000000000000003,0.9,15.100000000000001,1.0,0.12,0.06,3.3
514,700.9006408007074,34459934.27701581,2.7929722658457483,0.7000000000000001,0.65,1.0,12.8,0.75,0.15,0.01,4.7
586,843.558603037771,34424843.850526884,2.9710894258127936,0.2,0.4,0.8500000000000001,22.900000000000002,0.65,0.15,0.01,3.9
709,768.5213417589936,34414702.937110335,2.88030058323619,0.2,0.30000000000000004,0.8500000000000001,14.0,0.75,0.18,0.03,4.3
807,780.4191240633385,34401792.44343042,2.895160647706914,0.4,0.35000000000000003,1.0,13.6,0.75,0.16,0.03,3.1
428,625.2256586566849,34401000.79042507,2.6889101872829997,0.2,0.65,0.95,20.1,0.75,0.18,0.05,6.6
425,642.3678939284264,34396451.963713594,2.7132874333724013,0.1,0.25,0.9,5.4,0.65,0.16,0.01,5.4
672,746.6346857039509,34394593.10491389,2.8528053917493663,0.4,0.4,1.0,7.9,0.75,0.15,0.01,6.6
596,794.4952200298086,34353163.674196646,2.912737993066887,0.1,0.45,0.9,31.1,0.7,0.13,0.05,4.7
542,764.8693172604399,34336824.708570294,2.8761653226956114,0.2,0.4,0.95,14.5,0.7,0.13999999999999999,0.04,4.1
546,759.7054577431323,34323155.8439395,2.869754266202824,0.5,0.4,0.95,17.5,0.65,0.13999999999999999,0.01,5.300000000000001
486,767.4945648177456,34317624.23712192,2.8795595510614733,0.30000000000000004,0.4,0.8500000000000001,12.0,0.7,0.16,0.0,7.0
572,661.3278940602529,34303136.78461451,2.7402202293979054,0.1,0.65,0.95,10.8,0.8500000000000001,0.13999999999999999,0.02,7.800000000000001
570,604.3045493219776,34255476.65129339,2.659328981811243,0.4,0.9500000000000001,1.0,19.200000000000003,0.9,0.13,0.04,4.9
616,451.5979055578813,34248652.88230316,2.4132918907001994,1.2000000000000002,0.25,1.0,14.700000000000001,0.8,0.12,0.01,10.4
708,774.3653720313785,34241636.3258131,2.8885537583659633,0.2,0.30000000000000004,0.8500000000000001,22.900000000000002,0.7,0.15,0.02,3.2
678,702.3706451318575,34228791.48617842,2.7961778712856,0.6,0.30000000000000004,0.95,10.600000000000001,0.8,0.16999999999999998,0.02,4.1
568,941.1532279313128,34222739.56766525,3.0827235176089784,0.30000000000000004,0.35000000000000003,1.0,33.5,0.9,0.16999999999999998,0.02,6.7
457,575.805731871151,34221334.025393106,2.6170236500138837,0.4,0.5,0.95,5.1,0.9,0.16,0.05,4.3
754,713.0954689337842,34216848.77057116,2.8104034744905317,0.5,0.30000000000000004,0.8500000000000001,10.4,0.95,0.16999999999999998,0.02,4.1
420,710.6341295709698,34213707.46664863,2.8071834422151225,0.2,0.9500000000000001,0.95,6.8,0.65,0.13,0.02,5.2
702,645.6814807135042,34155688.79282408,2.719217997999461,0.2,0.30000000000000004,0.75,33.0,0.75,0.13,0.04,4.3
806,617.6986939523663,34154421.12119717,2.6793609183432188,0.9,0.55,1.0,27.5,0.8500000000000001,0.16,0.02,3.0
744,673.9967064915234,34144507.545582905,2.7584597697625775,0.5,0.4,0.8500000000000001,20.8,0.95,0.13,0.01,4.9
600,742.6012406224102,34097956.0253103,2.849304013649572,0.30000000000000004,0.45,0.8,26.900000000000002,0.9,0.13,0.04,3.6
556,610.0838284567001,34063045.44707294,2.668781782809414,0.30000000000000004,0.9500000000000001,0.9,8.3,0.6,0.16999999999999998,0.02,3.1
724,814.8843431621727,34035327.755850144,2.9392653080579967,0.1,0.35000000000000003,0.8500000000000001,16.5,0.95,0.13999999999999999,0.0,4.3
653,686.540720727982,34023429.504693925,2.7761250321340336,0.2,0.5,0.9,26.0,0.75,0.13,0.05,4.7
671,719.2822151352143,34020787.8215773,2.819587720788122,0.30000000000000004,0.35000000000000003,1.0,22.6,0.8500000000000001,0.13,0.02,5.4
621,862.1539884129222,34019333.7058679,2.9951277760297286,0.2,0.35000000000000003,0.95,30.8,0.8500000000000001,0.16,0.03,5.9
479,547.6459101681957,34019106.85854083,2.57466393801832,0.1,0.25,0.8500000000000001,8.3,0.75,0.13999999999999999,0.02,3.6
759,758.171809159445,33987645.47816189,2.8697006875132525,0.1,0.45,1.0,29.6,0.95,0.13999999999999999,0.03,8.7
715,726.2877305377257,33979923.006085746,2.828938720201377,0.7000000000000001,0.30000000000000004,1.0,30.3,0.8,0.16,0.03,4.2
789,793.6402920502443,33968627.47126835,2.913878911374723,0.4,0.30000000000000004,0.95,34.8,0.95,0.15,0.02,4.1
687,612.125291063393,33893247.05804352,2.6726455446979647,0.2,0.45,1.0,25.3,0.8500000000000001,0.12,0.01,5.0
453,738.2942563841667,33889802.22394893,2.84494601762919,0.1,0.55,0.9,11.3,0.6,0.13999999999999999,0.03,4.7
539,625.1264345973948,33850657.04272275,2.6916605302763363,0.2,0.55,0.95,29.900000000000002,0.8500000000000001,0.12,0.02,10.0
630,649.3096181713034,33813713.34304122,2.726129997002351,1.5000000000000002,0.45,0.95,32.5,0.8,0.12,0.04,3.8
679,895.7540678091465,33809950.1887882,3.034790867627244,0.1,0.45,0.95,34.0,0.7,0.16999999999999998,0.03,4.2
538,603.3274181941501,33741222.213632785,2.6605766707571177,0.1,0.45,0.8500000000000001,23.8,0.8,0.13999999999999999,0.06,3.1
622,612.4472477058075,33728738.75069327,2.673981315912093,0.2,0.9500000000000001,1.0,5.8,0.95,0.16,0.01,4.3
524,598.3350599379879,33719408.55911531,2.653332238838247,1.2000000000000002,0.4,1.0,11.7,1.0,0.18,0.03,3.9
465,642.2557411087258,33713627.030972086,2.716758994020814,0.1,0.75,0.8500000000000001,9.9,0.55,0.16,0.02,8.5
735,721.6437901080386,33709585.74756882,2.8244000627656116,0.5,0.45,0.9,33.1,0.95,0.13,0.03,3.9
773,734.5768931467219,33695009.36382511,2.8412548960210975,0.1,0.4,0.9,20.700000000000003,0.75,0.13999999999999999,0.01,6.7
565,816.2289604799715,33652213.54077507,2.943101511717894,0.2,0.35000000000000003,0.9,26.3,0.9,0.13999999999999999,0.02,4.7
778,675.1863270808865,33636558.07554989,2.7628412293963995,0.1,0.35000000000000003,1.0,20.5,0.95,0.18,0.02,7.4
629,722.1921001420624,33615720.46224787,2.825640474862674,0.7000000000000001,0.35000000000000003,0.9,33.400000000000006,0.75,0.12,0.03,4.9
802,666.7773797490934,33588605.95140374,2.7515852689312994,0.6,0.4,0.95,29.200000000000003,0.9,0.13,0.05,3.7
434,512.8027654028816,33586575.33454339,2.5210099499369654,0.30000000000000004,0.9,0.75,5.5,1.0,0.18,0.0,7.4
489,545.2708758539228,33556448.74189293,2.5732848197831246,0.7000000000000001,0.8,0.95,6.0,1.0,0.16999999999999998,0.04,4.1
711,740.7676830480175,33519942.64897343,2.850204036164769,0.1,0.45,1.0,27.5,0.8,0.16,0.03,6.6
566,570.8506103437061,33513096.99435553,2.613135994730671,1.3000000000000003,0.9500000000000001,1.0,31.3,0.75,0.12,0.04,4.1
779,632.8008434841723,33507638.931303464,2.7044663875702013,0.4,0.30000000000000004,0.8,21.8,0.8500000000000001,0.13,0.04,4.9
